SN,X1,X2,Y
1,0,0,3
2,0,0.01,3
3,0,0.02,2.99999999995834
4,0,0.03,2.99999982666754
5,0,0.04,2.99998882004048
6,0,0.05,2.99986380021071
7,0,0.06,2.99927889157074
8,0,0.07,2.99762852903064
9,0,0.08,2.99420863759132
10,0,0.09,2.98840223958158
11,0,0.1,2.97978615900274
12,0,0.11,2.96815396061407
13,0,0.12,2.95348843920297
14,0,0.13,2.93591478247498
15,0,0.14,2.91565302075308
16,0,0.15,2.89297801995824
17,0,0.16,2.86818919912978
18,0,0.17,2.8415892889971
19,0,0.18,2.81347042793365
20,0,0.19,2.78410576817483
21,0,0.2,2.7537450041283
22,0,0.21,2.72261257181124
23,0,0.22,2.69090758961471
24,0,0.23,2.65880487620637
25,0,0.24,2.62645658566763
26,0,0.25,2.59399415029016
27,0,0.26,2.56153032878537
28,0,0.27,2.52916123253786
29,0,0.28,2.49696825374461
30,0,0.29,2.46501985363154
31,0,0.3,2.43337319148731
32,0,0.31,2.40207558966206
33,0,0.32,2.37116583854671
34,0,0.33,2.34067535069924
35,0,0.34,2.31062917598095
36,0,0.35,2.28104689067467
37,0,0.36,2.25194337366811
38,0,0.37,2.22332948229415
39,0,0.38,2.19521263959012
40,0,0.39,2.1675973437412
41,0,0.4,2.14048560941943
42,0,0.41,2.11387734968748
43,0,0.42,2.0877707061455
44,0,0.43,2.06216233408179
45,0,0.44,2.03704764855374
46,0,0.45,2.01242103657628
47,0,0.46,1.98827603992943
48,0,0.47,1.96460551250835
49,0,0.48,1.94140175562345
50,0,0.49,1.91865663420654
51,0,0.5,1.89636167648567
52,0,0.51,1.8745081593494
53,0,0.52,1.85308718132376
54,0,0.53,1.83208972482826
55,0,0.54,1.8115067091538
56,0,0.55,1.7913290354126
57,0,0.56,1.77154762454291
58,0,0.57,1.75215344930707
59,0,0.58,1.73313756109616
60,0,0.59,1.71449111224639
61,0,0.6,1.69620537447877
62,0,0.61,1.67827175399252
63,0,0.62,1.66068180367255
64,0,0.63,1.64342723281035
65,0,0.64,1.62649991468516
66,0,0.65,1.60989189230647
67,0,0.66,1.59359538257929
68,0,0.67,1.57760277911912
69,0,0.68,1.56190665391389
70,0,0.69,1.54649975800401
71,0,0.7,1.53137502132914
72,0,0.71,1.51652555187071
73,0,0.72,1.50194463420217
74,0,0.73,1.48762572754402
75,0,0.74,1.47356246340784
76,0,0.75,1.45974864290222
77,0,0.76,1.44617823376372
78,0,0.77,1.43284536716727
79,0,0.78,1.41974433436345
80,0,0.79,1.40686958318289
81,0,0.8,1.39421571444303
82,0,0.81,1.38177747828712
83,0,0.82,1.36954977048131
84,0,0.83,1.35752762869167
85,0,0.84,1.34570622875999
86,0,0.85,1.33408088099415
87,0,0.86,1.32264702648649
88,0,0.87,1.31140023347142
89,0,0.88,1.3003361937316
90,0,0.89,1.28945071906054
91,0,0.9,1.2787397377877
92,0,0.91,1.26819929137155
93,0,0.92,1.25782553106421
94,0,0.93,1.24761471465114
95,0,0.94,1.237563203268
96,0,0.95,1.22766745829631
97,0,0.96,1.2179240383391
98,0,0.97,1.20832959627698
99,0,0.98,1.19888087640479
100,0,0.99,1.18957471164852
101,0,1,1.1804080208621
102,0.01,0,4.0374263940946
103,0.01,0.01,4.0374263940946
104,0.01,0.02,4.03742639403853
105,0.01,0.03,4.03742616082226
106,0.01,0.04,4.03741134800673
107,0.01,0.05,4.03724309521989
108,0.01,0.06,4.03645592002617
109,0.01,0.07,4.03423484759976
110,0.01,0.08,4.02963232761241
111,0.01,0.09,4.02181802608603
112,0.01,0.1,4.01022242903849
113,0.01,0.11,3.99456771410656
114,0.01,0.12,3.97483072636379
115,0.01,0.13,3.95117994452567
116,0.01,0.14,3.92391148733672
117,0.01,0.15,3.89339527177165
118,0.01,0.16,3.86003425860788
119,0.01,0.17,3.82423586552447
120,0.01,0.18,3.78639325491465
121,0.01,0.19,3.74687403746003
122,0.01,0.2,3.70601425409126
123,0.01,0.21,3.66411595277483
124,0.01,0.22,3.6214471087933
125,0.01,0.23,3.57824299464768
126,0.01,0.24,3.53470838063936
127,0.01,0.25,3.49102014950284
128,0.01,0.26,3.44733005290396
129,0.01,0.27,3.40376743838973
130,0.01,0.28,3.36044184429493
131,0.01,0.29,3.31744540633973
132,0.01,0.3,3.2748550499977
133,0.01,0.31,3.23273446210399
134,0.01,0.32,3.19113584710798
135,0.01,0.33,3.15010148030658
136,0.01,0.34,3.10966507402352
137,0.01,0.35,3.06985297419245
138,0.01,0.36,3.03068520495136
139,0.01,0.37,2.99217637819436
140,0.01,0.38,2.95433648391041
141,0.01,0.39,2.91717157579669
142,0.01,0.4,2.88068436521656
143,0.01,0.41,2.844874735169
144,0.01,0.42,2.80974018460312
145,0.01,0.43,2.77527621217652
146,0.01,0.44,2.74147664743308
147,0.01,0.45,2.7083339363681
148,0.01,0.46,2.67583938745232
149,0.01,0.47,2.64398338339499
150,0.01,0.48,2.61275556323191
151,0.01,0.49,2.58214497871673
152,0.01,0.5,2.55214022846425
153,0.01,0.51,2.52272957283432
154,0.01,0.52,2.49390103214497
155,0.01,0.53,2.46564247045704
156,0.01,0.54,2.43794166687234
157,0.01,0.55,2.41078637602762
158,0.01,0.56,2.38416437924171
159,0.01,0.57,2.35806352757875
160,0.01,0.58,2.33247177792213
161,0.01,0.59,2.30737722300807
162,0.01,0.6,2.2827681162419
163,0.01,0.61,2.25863289201095
164,0.01,0.62,2.2349601821134
165,0.01,0.63,2.21173882884079
166,0.01,0.64,2.18895789518083
167,0.01,0.65,2.16660667254569
168,0.01,0.66,2.14467468637764
169,0.01,0.67,2.12315169993751
170,0.01,0.68,2.1020277165413
171,0.01,0.69,2.08129298047543
172,0.01,0.7,2.06093797679049
173,0.01,0.71,2.04095343014723
174,0.01,0.72,2.02133030286554
175,0.01,0.73,2.0020597923068
176,0.01,0.74,1.98313332770329
177,0.01,0.75,1.96454256653241
178,0.01,0.76,1.94627939052091
179,0.01,0.77,1.92833590135244
180,0.01,0.78,1.91070441614176
181,0.01,0.79,1.8933774627305
182,0.01,0.8,1.87634777485125
183,0.01,0.81,1.85960828720063
184,0.01,0.82,1.84315213045581
185,0.01,0.83,1.82697262626413
186,0.01,0.84,1.81106328223103
187,0.01,0.85,1.79541778692759
188,0.01,0.86,1.78003000493577
189,0.01,0.87,1.76489397194644
190,0.01,0.88,1.75000388992283
191,0.01,0.89,1.73535412233976
192,0.01,0.9,1.72093918950723
193,0.01,0.91,1.70675376398518
194,0.01,0.92,1.6927926660949
195,0.01,0.93,1.67905085953111
196,0.01,0.94,1.66552344707816
197,0.01,0.95,1.65220566643218
198,0.01,0.96,1.63909288613085
199,0.01,0.97,1.62618060159145
200,0.01,0.98,1.61346443125732
201,0.01,0.99,1.60094011285241
202,0.01,1,1.58860349974321
203,0.02,0,5.05987929470238
204,0.02,0.01,5.05987929470238
205,0.02,0.02,5.05987929463211
206,0.02,0.03,5.05987900235528
207,0.02,0.04,5.05986043828716
208,0.02,0.05,5.05964957653779
209,0.02,0.06,5.05866305416557
210,0.02,0.07,5.05587950908376
211,0.02,0.08,5.05011142978911
212,0.02,0.09,5.04031820543369
