0.079111706,0.024202272
0.128812507,0.064406608
0.178362619,0.098030835
0.224310337,0.13410538
0.258410748,0.164062818
0.304140207,0.189085218
0.347046853,0.221691581
0.384646869,0.244710317
0.436366916,0.273685428
0.489249009,0.303155575
0.506703599,0.323913195
0.551429918,0.342154371
0.607150778,0.372149481
0.652444747,0.398337777
0.70285924,0.422371936
0.754709809,0.449946271
0.806508955,0.475275176
0.860822469,0.503894911
0.917264769,0.527161
0.967346721,0.551238705
1.028341715,0.57668451
1.082502966,0.598655449
1.136646025,0.619831959
1.19078226,0.640710558
1.24480786,0.656758033
1.298853812,0.673694276
1.35289624,0.690476598
1.40652671,0.689270058
1.460354801,0.696693008
1.512777561,0.703608801
1.567937074,0.708311539
1.62164293,0.710396917
1.650910985,0.710396917
